Burr_PD_L1_CMTM6_INFr_LFC	Freeman_B16F10_MHCI_Low_LFC	Freeman_B16F10_NK_LFC	Haney_U937_iggRBC_LFC	Haney_U937_Zymosin_LFC	Henriksson_mNaiveTh_GATA3_r1_LFC	Jiang_Daudi_B_CD40_r1_LFC	Kearney_B16F10_OT_I_LFC	Kearney_MC38_OT_I_aPD1_LFC	Kearney_MC38_OT_I_IgG_LFC	Liu_HSC4_DoxvsnoDox_shADAR_LFC	Manguso_GVAX_only_vs_TCRa_KO_LFC	Manguso_GVAX_PD_1_vs_TCRa_KO_LFC	Manguso_TCRa_KO_vs_In_vitro_LFC	Pan_B16F10_Pmel_1_IFNg_LFC	Parnas_BMDCs_TNF_r1_LFC	Pech_K562_MHCI_r1_LFC	Pech_K562_NK_92_r1_LFC	Ritchie_U937_cGAMP_r1_LFC	Shifrut_pilot_mean_LFC	Shifrut_d1234_LFC	Vredevoogd_IFNGR1mut_SKCM_MART_1_1r_LFC
TAF2	-5.7559	3.6404	-2.9555	-0.16476	-0.068343	-0.26221	-1.583	-5.2084	-1.6648	-1.2929	-0.17834	NA	NA	NA	-2.3728	1.9006	0.89359	-1.4209	NA	NA	-0.54172	-0.050769
TAF3	-7.3486	-1.3915	-1.889	-0.10849	-0.20009	-1.435	0.86054	-4.3127	-3.9692	0.088789	-1.8593	NA	NA	NA	-1.3181	3.4152	0.43315	-0.46046	NA	NA	-0.18536	-0.041894
TAF4	-7.0003	NA	NA	-0.24425	0.072598	NA	0.063293	NA	NA	NA	-1.5124	NA	NA	NA	-2.5897	NA	-0.10206	-0.085671	NA	NA	-0.33905	-0.15406
TAF4B	-7.0475	0.89253	0.053991	0.010274	0.025227	-0.17877	0.1938	-1.694	-3.4864	0.15131	-0.4256	NA	NA	NA	-1.0283	-4.3867	0.80456	0.26758	NA	NA	-0.15501	0.18921
TAF5	-5.7814	-4.4101	-5.5839	-0.4808	-0.13625	-0.78549	0.12344	-5.7059	-1.9181	-1.7634	0.1792	NA	NA	NA	0.32141	-0.65697	1.1083	-0.79499	NA	NA	-0.25761	0.21636
TAF5L	-6.8684	-5.4178	0.81561	0.22547	0.39943	1.9302	0.38617	-5.7129	-2.6261	-1.5298	1.3346	NA	NA	NA	-0.026906	0.5126	-0.064636	-0.98762	NA	NA	-0.035454	0.94694
TAF6	-6.4172	3.3448	NA	-0.40247	0.061045	1.5178	-2.4061	-5.4761	-2.8696	0.7492	-1.1606	NA	NA	NA	-0.39191	2.7944	0.067835	-0.81315	NA	NA	-1.2371	-0.13106
TAF6L	-7.0142	-3.7963	-3.4545	0.089413	0.32456	-0.1546	0.96906	-6.326	-1.9781	-3.3681	4.5514	NA	NA	NA	-1.339	2.2378	-0.10421	-0.67309	NA	NA	0.12884	0.48405
TAF7	-6.1833	-5.733	0.43146	0.60054	-0.026945	1.8186	-0.75657	-6.1423	-5.655	-1.1951	0.0036098	NA	NA	NA	-0.49956	2.379	-0.93029	-1.9735	NA	NA	-0.092767	-0.16567
TAF7L	-7.0045	0.46353	-2.6929	-0.004829	0.060435	-1.0848	0.22981	-6.9476	-0.4399	-1.6577	-0.3761	NA	NA	NA	-0.73354	0.48181	0.99205	-0.41568	NA	NA	0.19691	0.041211
TAF8	-5.9364	-3.293	NA	-0.14097	0.1142	-0.15272	-0.20882	-6.1512	-4.199	-2.4933	-0.19806	NA	NA	NA	-2.5195	1.8367	0.44755	-1.0884	NA	NA	-0.40962	0.12879
TAF9	-6.361	NA	NA	0.42076	0.078279	3.6216	0.96751	NA	NA	NA	-0.33808	NA	NA	NA	NA	-0.0030871	-1.4959	-0.61384	NA	NA	0.067827	0.026493
TAF9B	-7.6762	-2.6807	-1.3487	0.41882	0.10085	1.9302	0.44492	-6.7035	-5.2352	-1.4846	0.085067	NA	NA	NA	-0.68281	4.1507	-0.18687	-0.20897	NA	NA	0.18394	0.25414
TAFA1	NA	0.52921	-1.0399	NA	NA	0.1044	NA	-6.3556	-4.7031	2.5694	NA	NA	NA	NA	-0.34233	0.81572	NA	NA	NA	NA	NA	NA
TAFA3	NA	0.68724	-0.29522	NA	NA	-1.0642	NA	-2.997	-2.4556	-3.8033	NA	NA	NA	NA	-0.033397	-0.29465	NA	NA	NA	NA	NA	NA
TAFA4	NA	-2.8882	-0.10751	NA	NA	-0.49002	NA	0.63071	-4.5376	0.63242	NA	NA	NA	NA	0.032385	2.2687	NA	NA	NA	NA	NA	NA
TAGAP	-6.8405	1.1846	-0.18907	0.10125	0.078083	0.93255	0.71559	-6.8856	-3.1785	0.79793	-0.033454	NA	NA	NA	-0.65414	-1.3105	0.26543	-0.26669	NA	NA	0.017979	-0.04529
TAGLN	-7.2442	-0.095747	1.2069	0.28846	-0.092473	-1.3657	-0.70725	-6.2137	0.043986	-0.49401	-0.58547	NA	NA	NA	-0.33014	1.3933	0.04109	0.1741	NA	NA	-0.083944	-0.27867
TAGLN2	-7.4938	-0.70562	-1.6139	0.15121	-0.078191	-0.8215	0.042636	-6.7091	1.496	1.2368	-0.42494	NA	NA	NA	-0.55299	-1.6689	-0.22607	0.27415	NA	NA	0.020585	0.18933
TAGLN3	-6.9761	0.83463	-3.1545	-0.18952	0.15415	-0.41072	-0.37775	-6.3873	-4.0135	0.96429	0.15802	NA	NA	NA	-0.89197	-3.4308	0.88848	0.16675	NA	NA	0.24266	0.37009
TAL1	-7.0628	0.049772	-1.9145	-0.057461	-0.024589	0.28612	0.029065	-7.2095	-4.7982	-0.90258	0.39203	NA	NA	NA	-0.59859	-2.5646	0.4008	0.73448	NA	NA	0.033263	-0.21219
TAL2	-8.0239	2.4932	-0.15745	0.2007	-0.076399	0.77072	0.56849	-4.9289	-3.344	-0.25386	0.11612	NA	NA	NA	-0.8795	-2.3836	0.14576	0.35855	NA	NA	0.09272	0.040969
TALDO1	-7.7919	-3.7566	2.3136	0.2403	0.10429	-0.20013	-0.83604	-3.3092	-4.3484	-1.7097	-0.36829	NA	NA	NA	-0.20713	2.232	-0.14234	0.030793	NA	NA	0.081598	0.096361
TAMM41	-4.3211	-1.5558	-3.4545	-0.23386	0.25796	-0.83949	0.08926	-6.7907	-2.8194	-1.6257	0.59516	NA	NA	NA	-0.26632	-1.2224	1.1057	-2.299	NA	NA	0.031666	0.31286
TANC1	-7.2696	0.13131	-4.2699	0.13691	-0.026538	0.51959	0.00032483	-6.4088	-1.7331	-1.1598	0.54108	0.29631	0.057647	-0.72599	0.34084	0.54072	1.784	0.83005	NA	NA	-0.14415	0.043922
TANC2	-6.978	-5.356	-0.30643	-0.11169	0.026697	-0.29762	0.16388	-2.5488	-1.6723	0.49641	-0.64097	NA	NA	NA	-0.68522	-1.585	-0.29423	0.16861	NA	NA	0.081455	0.13274
TANGO2	-6.7777	-0.22166	-3.9039	0.18199	-0.20628	3.4341	0.42386	-6.7765	-4.4852	-2.0997	-0.32577	NA	NA	NA	-0.4389	-0.92218	0.73543	-1.3077	NA	NA	-0.11405	-0.014536
TANGO6	-6.993	0.8071	5.2274	0.3931	0.11561	-0.71691	-0.17405	-5.9342	-4.7634	-3.4561	-0.40781	NA	NA	NA	-1.9292	2.6248	-2.5125	-3.6579	NA	NA	-0.38339	-0.11165
TANK	-6.8306	-3.0226	-0.63517	0.084734	0.076133	1.7364	2.1846	-6.5532	-3.258	-0.85717	-0.12037	0.045099	-0.2358	0.25565	-0.6908	-2.1155	0.3301	-0.32047	NA	NA	0.12191	0.19155
TAOK1	-7.5865	-0.4576	0.43436	-0.065588	-0.072926	0.018034	-0.079833	-3.3876	-2.1314	0.55034	0.22677	0.59852	1.0283	0.1832	-0.20842	-1.2224	0.36015	0.25423	NA	NA	0.09421	0.37497
TAOK2	-8.0132	NA	NA	-0.1332	-0.011989	1.2587	0.34102	NA	NA	NA	0.1147	0.084419	0.35248	0.22904	NA	-2.2947	0.21385	-0.71998	NA	NA	-0.071457	0.024539
TAOK3	-8.4801	0.65038	-1.9038	0.12483	0.071115	0.79273	0.28269	-3.0308	-3.9031	-4.1599	-0.15942	-0.15017	-0.29293	0.74627	-0.19346	1.8464	-0.2061	0.40935	NA	NA	-0.061906	-0.12394
TAP1	-6.48	7.4134	-6.2013	0.027895	0.0089663	0.26051	0.26562	0.49944	4.5412	3.2874	0.30131	-1.6903	-1.4734	0.44965	2.6702	3.827	-0.99035	-0.0074308	NA	NA	-0.054944	1.24
TAP2	-6.1174	7.9842	-7.8463	-0.19395	0.058225	0.69859	0.32712	3.3077	1.5264	4.7166	-0.346	-1.1877	-2.3643	0.16429	2.4935	0.36441	-1.2582	-0.64446	NA	NA	-0.070849	0.1878
TAPBP	-6.9005	6.5997	-3.4794	-0.21904	0.040551	-0.10894	0.07854	-2.2445	1.0427	2.8002	-0.088928	-1.5728	-2.839	-0.013383	-2.0706	-2.0164	-0.99996	0.11192	NA	NA	0.15562	0.8543
TAPBPL	-8.1143	0.94482	-0.54323	-0.039226	0.026585	-1.1928	0.47691	-6.9445	-0.6267	2.2261	-0.15508	0.22023	-0.2759	-0.1392	-0.70197	-1.2119	-0.126	0.010244	NA	NA	0.24779	-0.075719
TAPT1	-6.4258	-5.3618	2.0421	-0.38511	-0.25362	-0.025603	0.42829	-6.0925	-3.3758	-1.0101	-0.60024	NA	NA	NA	-2.0362	2.5236	-0.43323	0.3854	NA	NA	-0.0049988	-0.12564
TARBP1	-7.5523	NA	NA	-0.28535	-0.058964	NA	-1.0556	NA	NA	NA	-0.050955	NA	NA	NA	-0.44451	NA	0.082399	0.092878	NA	NA	-0.077517	-0.19816
TARBP2	-8.2333	0.72145	-1.9435	-0.089059	-0.089751	2.0907	0.5676	-6.2183	-4.6199	0.74506	-0.11962	NA	NA	NA	-1.7622	-2.0982	0.71928	0.15022	NA	NA	-0.038839	0.11025
TARDBP	-5.8451	-4.1673	-2.7426	0.025876	-0.021335	2.8755	-1.285	-6.5391	-3.0819	-1.0915	1.5532	NA	NA	NA	NA	2.3088	-0.50385	-2.0298	NA	NA	-0.081394	-0.019614
TARM1	-6.9093	1.4031	0.91976	0.14648	0.08319	0.086195	-0.073955	-2.7888	-1.1431	1.3333	-0.25959	NA	NA	NA	-0.36722	-1.4773	-0.26378	0.44058	NA	NA	0.11592	-0.29537
TARP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.14082	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19282	0.15377
TARS	-6.66	NA	NA	-0.34679	0.12624	NA	-2.2268	NA	NA	NA	-0.29787	NA	NA	NA	NA	NA	1.7623	-1.2022	NA	NA	-0.39186	-0.54706
TARS1	NA	-4.9293	1.2669	NA	NA	-0.36271	NA	-1.5468	-1.4962	-2.1852	NA	NA	NA	NA	-1.9167	-2.9637	NA	NA	NA	NA	NA	NA
TARS2	-5.4189	4.56	-1.386	0.75988	-0.0062711	-0.33537	-0.75444	-6.3264	-0.32896	0.95032	0.60852	NA	NA	NA	-1.3548	0.24478	0.4896	-2.1444	NA	NA	0.00036749	-0.43231
TARSL2	-7.4722	-1.4342	0.84606	0.067363	-0.094407	-0.8439	0.12889	-6.6565	-3.1404	0.57878	-0.95921	NA	NA	NA	0.08123	-3.4474	0.65667	0.10424	NA	NA	0.049755	-0.036353
TAS1R1	-6.8014	0.66532	-1.2081	0.035556	0.12775	-0.4447	-0.21501	-6.8425	-2.9477	1.1638	-0.60394	NA	NA	NA	-0.10958	-2.429	-1.3511	0.41357	NA	NA	0.073302	0.19353
TAS1R2	-7.9205	1.0941	0.79995	0.18672	-0.037679	-0.074675	-0.16119	-6.4013	-2.2195	2.0804	-0.26555	NA	NA	NA	-0.84164	1.577	-1.3274	0.22353	NA	NA	0.013427	-0.291
TAS1R3	-8.119	1.0751	-1.7283	0.38987	0.098176	0.25708	-0.44935	-2.1977	-2.6553	-0.82681	-0.43426	NA	NA	NA	-1.42	2.2468	0.29708	0.17975	NA	NA	-0.16768	-0.14836
TAS2R1	-7.063	NA	NA	-0.058083	0.027304	NA	0.33723	NA	NA	NA	-0.6537	NA	NA	NA	NA	NA	0.35458	0.26834	NA	NA	0.082611	0.054508
TAS2R10	-6.5237	NA	NA	-0.29591	0.072037	NA	0.29257	NA	NA	NA	-0.81942	NA	NA	NA	NA	NA	-1.2414	0.085169	NA	NA	0.067085	-0.20041
TAS2R13	-6.636	NA	NA	0.029857	0.16071	NA	0.070582	NA	NA	NA	-0.15508	NA	NA	NA	NA	NA	-0.14783	-0.031287	NA	NA	0.14413	0.15908
TAS2R14	-7.3071	NA	NA	0.022116	0.1029	NA	-0.13554	NA	NA	NA	-0.33501	NA	NA	NA	NA	NA	0.7442	0.27957	NA	NA	-0.045053	0.049186
TAS2R16	-7.015	NA	NA	0.12373	-0.026548	NA	0.61092	NA	NA	NA	0.034548	NA	NA	NA	NA	NA	-0.056268	-0.61796	NA	0.027905	0.06481	0.03625
TAS2R19	-6.9727	NA	NA	0.23892	0.19608	NA	0.74035	NA	NA	NA	0.077639	NA	NA	NA	NA	NA	0.39083	0.21071	NA	NA	0.044812	-0.058349
TAS2R20	-7.4551	NA	NA	0.14839	0.022083	NA	0.8146	NA	NA	NA	-0.24256	NA	NA	NA	NA	NA	-0.96799	-0.038924	NA	NA	0.045785	0.029155
TAS2R3	-7.9933	NA	NA	0.078553	0.026204	NA	-0.38825	NA	NA	NA	0.038355	NA	NA	NA	NA	NA	0.12541	0.60306	NA	NA	0.043598	-0.17606
TAS2R30	-7.1453	NA	NA	-0.10958	0.0039463	NA	0.19586	NA	NA	NA	0.21803	NA	NA	NA	NA	NA	-1.6377	0.070209	NA	NA	-0.064203	0.12346
TAS2R31	-7.807	NA	NA	0.15695	7.7395e-05	NA	0.51505	NA	NA	NA	-0.19628	NA	NA	NA	NA	NA	0.25405	0.35328	NA	NA	-0.16472	0.001263
TAS2R38	-7.2472	NA	NA	-0.10574	-0.11981	NA	-0.41625	NA	NA	NA	-0.12303	NA	NA	NA	NA	NA	-0.31298	-0.014069	NA	NA	0.12567	0.27726
TAS2R39	-7.6297	NA	NA	-0.17667	0.053644	NA	-0.062627	NA	NA	NA	-0.1649	NA	NA	NA	NA	NA	-0.66898	-0.4244	NA	NA	0.023022	0.32561
TAS2R4	-8.0094	NA	NA	-0.0061679	0.093539	NA	-0.056898	NA	NA	NA	0.38953	NA	NA	NA	NA	NA	-0.42808	0.39225	NA	NA	-0.017128	0.065377
TAS2R40	-7.3878	NA	NA	0.0012621	0.068697	NA	-0.12294	NA	NA	NA	-0.051067	NA	NA	NA	NA	NA	0.20087	-0.19289	NA	NA	0.054622	-0.12734
TAS2R41	-8.0455	NA	NA	-0.19294	0.020895	NA	-0.21454	NA	NA	NA	-0.10256	NA	NA	NA	NA	NA	0.16549	0.16367	NA	NA	0.13979	0.19261
TAS2R42	-6.0829	NA	NA	-0.32097	-0.051506	NA	-0.18476	NA	NA	NA	-0.030912	NA	NA	NA	NA	NA	0.2538	-0.10515	NA	NA	-0.026836	0.077902
TAS2R43	-7.1159	NA	NA	0.29948	0.1137	NA	0.20612	NA	NA	NA	-0.44156	NA	NA	NA	NA	NA	-1.0101	0.31304	NA	NA	-0.078362	-0.15837
TAS2R43;TAS2R46;TAS2R43;TAS2R46	NA	NA	NA	NA	NA	NA	0.27482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TAS2R46	-6.6364	NA	NA	-0.03268	-0.025262	NA	-0.645	NA	NA	NA	-0.12738	NA	NA	NA	NA	NA	-0.051699	0.3799	NA	NA	0.081991	0.070516
TAS2R5	-7.3977	NA	NA	0.21794	0.19114	NA	-0.38889	NA	NA	NA	-0.14963	NA	NA	NA	NA	NA	1.0128	0.47452	NA	NA	-0.024968	-0.17385
TAS2R50	-7.908	NA	NA	0.14414	0.031166	NA	0.46446	NA	NA	NA	0.02214	NA	NA	NA	NA	NA	-0.00040067	-0.22443	NA	NA	0.0063913	0.30182
TAS2R60	-6.4878	NA	NA	-0.20693	-0.017121	NA	0.20861	NA	NA	NA	-0.19575	NA	NA	NA	NA	NA	-0.2002	-0.12812	NA	NA	-0.29196	-0.031217
TAS2R7	-6.7939	NA	NA	-0.060728	-0.0093769	NA	-0.15777	NA	NA	NA	0.30491	NA	NA	NA	NA	NA	-0.27907	-0.18474	NA	NA	0.099344	0.31692
TAS2R8	-5.7905	NA	NA	-0.14039	0.0055289	NA	0.50385	NA	NA	NA	0.015218	NA	NA	NA	NA	NA	0.70257	0.22043	NA	NA	-0.22576	0.33235
TAS2R9	-7.0035	NA	NA	0.075816	-0.071663	NA	-0.70766	NA	NA	NA	0.0091495	NA	NA	NA	NA	NA	-0.23336	0.2748	NA	NA	-0.04294	-0.34186
TASOR2	NA	1.0042	-1.1791	NA	NA	-0.078727	NA	-6.5376	-3.8112	0.53341	NA	NA	NA	NA	-0.375	0.18207	NA	NA	NA	NA	NA	NA
TASP1	-6.9555	-0.34595	-1.0255	-0.051075	0.16364	1.3401	0.18938	-3.235	-4.6764	-2.2005	0.9676	NA	NA	NA	-1.4041	0.26234	-0.29779	-0.92087	NA	NA	-0.16445	0.2088
TAT	-7.2137	0.68396	-3.0466	0.096035	-0.10325	2.3187	0.15801	-4.8182	-1.2774	1.0124	0.32815	NA	NA	NA	-0.57797	1.2162	0.29938	-0.31721	NA	NA	0.088458	-0.0010219
TATDN1	-7.7363	-1.7762	-2.0151	0.18887	0.086966	2.5644	-0.26781	-7.0446	-1.2274	-3.5286	-0.54544	NA	NA	NA	-0.17352	-0.050879	0.40601	-0.60374	NA	NA	-0.11053	0.10431
TATDN2	-8.3332	-3.8582	0.9973	0.18546	-0.025628	1.4946	0.20086	-6.1991	-3.4422	-2.0748	-0.51755	NA	NA	NA	-0.94873	-1.5911	-1.2507	0.10778	NA	NA	0.28953	0.3266
TATDN3	-7.7269	-2.709	3.5874	0.097613	-0.052094	-1.9549	-0.067299	-6.9342	-1.8663	-1.7882	-0.28392	NA	NA	NA	-0.89318	0.34688	-1.0996	-0.13283	NA	NA	0.057388	-0.021216
TAX1BP1	-7.3261	1.1505	-0.022071	0.019857	-0.20324	-0.6101	-0.45698	-6.854	-3.3354	0.26633	-0.1371	0.11401	-0.027718	-0.18179	-1.5588	0.51421	0.39805	0.32504	NA	NA	-0.0065629	-0.13491
TAX1BP3	-6.4501	-2.3132	2.9109	-0.22503	-0.19169	0.57307	-0.39162	-7.2633	-2.9994	2.8852	-0.30121	-0.31839	-0.47441	0.51447	-0.45992	-0.11323	0.16129	-0.017923	NA	NA	-0.042894	-0.056617
TAZ	-6.861	-4.4952	-3.4423	-0.14074	-0.031104	-0.70351	0.14895	-6.5325	-3.4763	-3.5647	-0.054572	NA	NA	NA	-0.85644	-1.4161	1.5484	-2.1995	NA	NA	0.03251	0.43273
TBATA	-7.0963	-5.1589	0.013692	-0.026479	0.081333	0.090049	-0.28029	-6.9331	-4.8757	0.44201	-0.024032	NA	NA	NA	-1.3131	-1.5062	-0.22131	0.11867	NA	NA	-0.046535	0.25198
TBC1D1	-7.7044	-1.6793	-0.97928	-0.026606	0.21894	1.7618	-0.10999	-7.243	-4.4663	-2.0992	-0.17443	NA	NA	NA	-0.95464	-0.73697	0.48768	0.25956	NA	NA	0.16512	0.025743
TBC1D10A	-6.1962	1.8547	0.59029	-0.38361	0.08018	0.60504	0.4846	-5.7778	-1.589	-0.28837	-0.48464	NA	NA	NA	-0.14409	0.64158	-0.45866	-0.14477	NA	NA	-0.083404	0.088821
TBC1D10B	-6.6862	-0.84458	-0.49853	-0.52708	-0.17842	-0.52756	-0.12539	-6.3367	-2.0839	-3.1675	0.30054	-0.31408	-0.31964	0.27494	-3.1957	2.7322	-0.076002	0.68368	NA	NA	0.19656	-0.16391
TBC1D10C	-7.0254	0.12358	2.0502	0.047981	0.086436	-1.0268	0.7454	-6.3489	-3.6828	2.8682	0.17666	NA	NA	NA	-0.73662	-2.5025	0.99395	-0.1999	NA	NA	0.020746	0.14925
TBC1D12	-7.2504	-0.73759	-2.8613	-0.22254	0.049215	-0.24123	-0.071299	-6.7616	-3.0861	0.34969	0.21245	NA	NA	NA	-1.9589	-1.5504	0.24234	0.36158	NA	NA	0.10318	0.09622
TBC1D13	-6.6658	-1.8659	-0.16938	0.0017383	-0.16914	0.26978	0.17128	-2.3525	-2.8946	-2.4137	0.43087	NA	NA	NA	-0.84626	-1.5062	-1.7132	0.29117	NA	NA	0.013108	-0.63373
TBC1D14	-7.8919	-3.3952	-0.86108	-0.15717	-0.040801	0.91944	-0.15748	-2.0455	-1.4008	1.3514	0.21686	-0.15088	-0.26436	-0.25571	-0.72747	0.62314	-0.03739	0.3825	NA	NA	0.075315	-0.024361
TBC1D15	-6.7764	-1.5353	0.31264	-0.35489	-0.15442	-1.1058	0.26026	-7.0402	-2.3514	0.96794	0.043346	NA	NA	NA	0.48253	3.0107	0.7648	-0.25774	NA	NA	0.010455	-0.012283
TBC1D16	-7.7794	0.18556	0.34012	-0.041782	-0.022751	0.60661	-0.63862	-6.8828	-3.7816	-0.4476	-0.51784	NA	NA	NA	-0.37683	-1.9798	0.42944	-0.023986	NA	NA	-0.039922	-0.2258
TBC1D17	-6.0879	0.87991	0.36403	0.018754	0.07683	0.39532	-0.066376	-6.9438	-2.8608	1.3742	0.11393	NA	NA	NA	-0.64735	-1.3643	0.046667	0.098743	NA	NA	-0.157	0.21802
TBC1D19	-7.1805	-4.195	-2.6117	0.24395	0.079081	0.50452	0.0075431	-3.3915	-1.7181	2.1699	0.085383	NA	NA	NA	0.24092	2.6374	-0.54334	-0.30982	NA	NA	-0.062499	0.0068394
TBC1D2	-7.6896	2.9406	1.7255	0.1234	0.058916	-1.1021	-0.3866	-6.8326	-4.0943	-1.4431	-0.3159	NA	NA	NA	-0.9406	-3.7726	-0.61392	0.55708	NA	NA	0.10128	0.15668
TBC1D20	-7.8653	-3.3533	-3.776	-0.29729	-0.11951	1.5575	-0.29655	-6.3803	-5.3155	-1.9429	0.021994	NA	NA	NA	-0.6777	1.4338	-0.60074	0.1819	NA	NA	-0.0083478	-0.085792
TBC1D21	-8.4137	-4.6032	-0.65653	0.060093	0.12773	-0.87761	0.22025	-6.5314	-2.7193	-0.10857	0.35536	NA	NA	NA	-0.18466	2.0812	-0.084613	0.010622	NA	NA	0.021471	-0.2462
TBC1D22A	-7.7884	-3.5562	0.66063	0.039923	-0.036997	0.10532	-0.0018402	-7.0238	-3.6667	2.099	0.46117	NA	NA	NA	-0.35512	0.20371	-0.32527	-0.21246	NA	NA	0.11415	-0.16437
TBC1D22B	-6.1726	0.3095	0.58283	-0.16045	-0.058322	0.50192	0.31382	-0.52625	-3.4082	-1.9693	-0.075609	NA	NA	NA	-0.074582	-0.72817	0.53356	-0.53981	NA	NA	-0.25339	-0.29134
TBC1D23	-7.2598	-0.089169	1.093	0.31026	0.055626	-0.070852	0.38014	-5.6866	-2.833	-2.4496	-0.2153	NA	NA	NA	-0.53729	2.4811	-2.0842	0.65075	NA	NA	-0.16107	0.21203
TBC1D24	-7.3482	-1.0097	-5.2702	0.16808	-0.069377	5.7479	-0.070538	-6.3597	-3.0435	0.79385	-0.96593	NA	NA	NA	-1.8317	-1.995	0.058411	0.29857	NA	NA	-0.01058	-0.076017
TBC1D25	-7.8384	3.0533	-0.10818	0.068887	-0.1625	0.96806	-0.43808	-4.7873	-2.938	-2.6553	0.26263	NA	NA	NA	-0.84795	-2.8299	0.078708	0.36244	NA	NA	-0.025259	0.057587
TBC1D26	-7.1546	NA	NA	0.18141	0.12812	NA	0.39593	NA	NA	NA	-0.15822	NA	NA	NA	NA	NA	-0.52643	0.25231	NA	NA	0.013008	-0.030236
TBC1D26;TBC1D28;TBC1D26;TBC1D28	NA	NA	NA	NA	NA	NA	-0.49778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TBC1D28	-7.8956	NA	NA	0.12595	-0.069148	NA	-0.16014	NA	NA	NA	0.057028	NA	NA	NA	NA	NA	-0.52643	0.27992	NA	NA	0.02209	-0.0905
TBC1D29	-7.015	NA	NA	-0.52833	-0.026619	NA	0.39559	NA	NA	NA	0.10073	NA	NA	NA	NA	NA	0.39188	-0.93864	NA	NA	0.044938	0.23362
TBC1D2B	-7.6133	-2.2461	-5.3083	0.004902	0.11175	2.7329	0.18113	-3.2206	-2.6961	-0.49958	-0.33626	NA	NA	NA	-0.054341	-2.5704	-0.40679	0.48907	NA	NA	0.01171	-0.047163
TBC1D3	-5.1842	NA	NA	0.013947	0.0049593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.70352	-1.3219	NA	NA	-0.022261	NA
TBC1D3;TBC1D3B;TBC1D3C;TBC1D3F;TBC1D3G;TBC1D3H;TBC1D3;TBC1D3B;TBC1D3C;TBC1D3F;TBC1D3G;TBC1D3H;TBC1D3;TBC1D3B;TBC1D3C;TBC1D3F;TBC1D3G;TBC1D3H;TBC1D3;TBC1D3B;TBC1D3C;TBC1D3F;TBC1D3G;TBC1D3H	NA	NA	NA	NA	NA	NA	0.44746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TBC1D3;TBC1D3C;TBC1D3F;TBC1D3G;TBC1D3H;TBC1D3;TBC1D3C;TBC1D3F;TBC1D3G;TBC1D3H;TBC1D3;TBC1D3C;TBC1D3F;TBC1D3G;TBC1D3H	NA	NA	NA	NA	NA	NA	0.20163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TBC1D30	-7.3593	-0.30397	-0.73684	-0.069303	0.053598	0.29965	-0.76382	-0.80895	-4.153	2.2075	-0.82124	NA	NA	NA	0.050238	0.45821	0.25537	0.47655	NA	NA	-0.021761	-0.19358
TBC1D31	-7.1345	-0.67626	-1.0565	-0.022336	0.051797	-0.024265	0.43018	-3.0779	-4.0727	-0.30741	0.039651	NA	NA	NA	-1.4073	-2.3836	0.24609	-0.15619	NA	NA	0.060865	0.26284
TBC1D32	-7.1398	1.1287	-1.0173	-0.0066095	-0.10235	0.97494	-0.23499	-7.3879	-0.76082	0.15179	-0.22723	NA	NA	NA	-0.41237	-0.73697	1.2448	0.56525	NA	NA	0.1359	NA
TBC1D3B	-7.0888	NA	NA	0.10077	-0.08938	NA	-0.75472	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.70352	-1.1492	NA	NA	-0.089308	NA
TBC1D3C	-5.807	NA	NA	-0.14904	0.18215	NA	2.5507	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.70352	-1.3654	NA	NA	-0.12453	NA
TBC1D3F	-7.4953	NA	NA	-0.1476	-0.0020704	NA	0.43907	NA	NA	NA	-0.95079	NA	NA	NA	NA	NA	-0.51268	-1.1456	NA	NA	0.04927	-0.66297
TBC1D3G	NA	NA	NA	0.4458	-0.51889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.70352	-1.6404	NA	NA	NA	NA
TBC1D3H	-7.8259	NA	NA	0.22623	-0.11452	NA	-2.0625	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.70352	-1.1638	NA	NA	-0.045451	-1.0478
TBC1D3K	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.080654	NA
TBC1D3L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.15681	NA
TBC1D4	-8.2568	-2.3055	1.2655	-0.11862	-0.097611	-0.14572	0.40425	-6.755	-3.5616	2.4828	0.57074	NA	NA	NA	0.2998	-1.9537	-0.11341	0.14598	NA	NA	0.13812	-0.19753
