Burr_PD_L1_CMTM6_INFr_RRAscore	Freeman_B16F10_MHCI_Low_RRAscore	Freeman_B16F10_NK_RRAscore	Haney_U937_iggRBC_RRAscore	Haney_U937_Zymosin_RRAscore	Henriksson_mNaiveTh_GATA3_r1_RRAscore	Jiang_Daudi_B_CD40_r1_RRAscore	Kearney_B16F10_OT_I_RRAscore	Kearney_MC38_OT_I_aPD1_RRAscore	Kearney_MC38_OT_I_IgG_RRAscore	Liu_HSC4_DoxvsnoDox_shADAR_RRAscore	Manguso_GVAX_only_vs_TCRa_KO_RRAscore	Manguso_GVAX_PD_1_vs_TCRa_KO_RRAscore	Manguso_TCRa_KO_vs_In_vitro_RRAscore	Pan_B16F10_Pmel_1_IFNg_RRAscore	Parnas_BMDCs_TNF_r1_RRAscore	Pech_K562_MHCI_r1_RRAscore	Pech_K562_NK_92_r1_RRAscore	Ritchie_U937_cGAMP_r1_RRAscore	Shifrut_pilot_mean_RRAscore	Shifrut_d1234_RRAscore	Vredevoogd_IFNGR1mut_SKCM_MART_1_1r_RRAscore
RCN1	0.81271	0.25626	0.9474	0.0031651	0.51911	0.60473	0.47358	0.28627	0.4174	0.14257	0.0020457	NA	NA	NA	0.4681	0.96967	0.0018997	0.12651	NA	NA	0.65393	0.75626
RCN2	0.61788	0.13169	0.010083	0.83899	0.31242	0.0015844	0.92688	0.34985	0.54653	0.63813	0.98643	NA	NA	NA	0.52117	0.37186	0.23632	0.68216	NA	NA	0.4472	0.64948
RCN3	0.056335	0.64011	0.2115	0.51024	0.46154	0.076737	0.10226	0.27478	0.21509	0.014696	0.084249	NA	NA	NA	0.074996	0.063629	0.34498	0.33506	NA	NA	0.068958	0.073176
RCOR1	0.57392	0.85603	0.92488	0.030568	0.99999	0.73973	0.66127	0.96706	0.07167	0.0048916	0.015764	NA	NA	NA	0.26487	0.10846	0.00039409	0.031614	NA	NA	0.60156	0.0099105
RCOR2	0.7965	NA	NA	0.93984	0.089784	0.17986	0.018419	NA	NA	NA	0.060292	NA	NA	NA	NA	0.28905	0.55108	0.11597	NA	NA	0.57388	0.86696
RCOR3	0.55903	NA	NA	0.16134	0.028105	NA	0.070966	NA	NA	NA	0.5466	NA	NA	NA	NA	0.54	0.097876	0.42725	NA	NA	0.16953	0.73395
RCSD1	0.47474	0.39168	0.26129	0.032223	0.35927	0.33079	0.70868	0.078291	0.05431	0.35396	0.9705	NA	NA	NA	0.63634	0.38154	0.35363	0.31999	NA	NA	0.6396	0.76846
RCVRN	0.56026	0.96097	0.6055	0.18254	0.72697	0.13125	0.2875	0.063318	0.72414	0.84901	0.43448	NA	NA	NA	0.59585	0.76637	0.57069	0.85047	NA	NA	0.018534	0.41555
RD3	0.0046003	NA	NA	0.71097	0.58994	NA	0.36267	NA	NA	NA	0.22202	NA	NA	NA	NA	0.18073	0.35605	0.48591	NA	NA	0.037974	0.60549
RD3L	0.027349	0.17901	0.26544	0.11583	0.40653	0.55139	0.53961	0.27478	0.22978	0.49727	0.98923	NA	NA	NA	0.88122	0.37092	0.26207	0.46409	NA	NA	0.71667	0.43035
RDH10	0.295	0.56887	0.048177	0.17154	0.86989	0.96968	0.95314	0.62364	0.6223	0.84538	0.52151	NA	NA	NA	0.53108	0.6561	0.67997	0.66248	NA	NA	0.66571	0.8062
RDH11	0.11447	0.7268	0.79804	0.48706	0.91041	0.0752	0.72489	0.11432	0.11452	0.67352	0.25493	NA	NA	NA	0.14926	0.092019	0.61144	0.84853	NA	NA	0.56448	0.32198
RDH12	0.34222	0.50547	0.067066	0.98906	0.22794	0.35969	0.85043	0.29429	0.80694	0.31805	0.0014464	NA	NA	NA	0.23747	0.0083809	0.092865	0.047331	NA	NA	0.053953	0.35132
RDH13	0.0030578	0.026169	0.10509	0.67051	0.010598	0.71949	0.26886	0.031643	0.59649	0.11034	0.08229	NA	NA	NA	0.16776	0.6561	0.43071	0.35226	NA	NA	0.50311	0.44143
RDH14	0.0020071	0.17019	0.016448	0.026674	0.39386	0.48154	0.60791	0.21507	0.10872	0.022538	0.024927	NA	NA	NA	0.55906	0.37186	0.4202	0.87239	NA	NA	0.8779	0.77054
RDH16	0.84755	0.49261	0.55894	0.097765	0.42314	0.84189	0.51407	0.13735	0.20417	0.89368	0.99672	NA	NA	NA	0.33975	0.40098	0.54023	0.53615	NA	NA	0.3797	0.16048
RDH5	0.33136	0.051723	0.43663	0.51241	0.10533	0.88869	0.048569	0.25704	0.48263	0.24713	0.1397	NA	NA	NA	0.84114	0.25314	0.34805	0.9994	NA	NA	0.75929	0.21355
RDH8	0.037138	0.34469	0.091454	0.027418	0.039355	0.55138	0.35475	0.28669	0.91382	0.90593	0.53048	NA	NA	NA	0.89946	0.27743	0.55883	0.18327	NA	NA	0.69889	0.96551
RDM1	0.32178	0.18482	0.98158	0.021031	0.20837	0.55248	0.74581	0.49592	0.98553	0.58233	0.0014258	NA	NA	NA	0.022544	0.54	0.89294	0.11441	NA	NA	0.72326	0.90709
RDX	0.46796	0.004071	0.11428	0.24628	0.25334	0.68497	0.21028	0.2081	0.16636	0.0066254	0.91745	0.90039	0.39761	0.21764	0.42846	0.50681	0.35211	0.22885	NA	0.73078	0.10952	0.34708
REC114	NA	0.87733	0.90386	NA	NA	NA	0.95268	0.26437	0.17283	0.43806	0.64366	NA	NA	NA	0.57449	NA	0.52123	0.049104	NA	NA	0.11024	NA
REC8	0.30216	0.22032	0.88499	0.043357	0.43953	0.21607	0.77243	0.48245	0.4174	0.69086	0.0045332	NA	NA	NA	0.55293	0.17491	0.58435	0.070348	NA	NA	0.30537	0.17538
RECK	0.1979	0.065656	0.68459	0.083324	0.16758	0.61201	0.95961	0.98245	0.25911	0.41216	0.99763	NA	NA	NA	0.14686	0.00024541	0.031186	0.81298	NA	0.14997	0.086569	0.5405
RECQL	0.18899	0.00072016	0.032917	0.33636	0.1446	0.85658	0.77861	0.1834	0.0028093	0.53041	0.43548	NA	NA	NA	0.6107	0.0092697	0.05447	0.1911	NA	NA	0.66252	0.98372
RECQL4	0.070922	0.13109	0.55926	0.011043	0.88359	0.73369	NA	0.39895	0.92038	0.28148	0.017334	NA	NA	NA	0.46203	0.59749	NA	NA	NA	NA	0.076067	0.22253
RECQL5	0.064691	0.9927	0.75958	0.9676	0.44534	0.25399	0.69827	0.5168	0.8603	0.5505	0.022805	NA	NA	NA	0.57446	0.028884	0.19352	0.26956	NA	NA	0.91412	0.73164
REEP1	0.082635	0.47003	0.12309	0.48998	0.15192	0.028706	0.7116	0.24176	0.43653	0.26907	0.23453	NA	NA	NA	0.25178	0.081953	0.35398	0.52469	NA	NA	0.23971	0.017253
REEP2	0.67617	0.92596	0.44634	0.26077	0.072415	0.22944	0.17425	0.87753	0.8482	0.90422	0.082597	NA	NA	NA	0.10993	0.39331	0.14106	0.88937	NA	NA	0.77923	0.34553
REEP3	0.5882	0.86523	0.85711	0.47057	0.99447	0.015918	0.13657	0.91915	0.099898	0.34809	0.057202	NA	NA	NA	0.15982	0.042007	0.5343	0.92832	NA	NA	0.60148	0.68394
REEP4	0.22478	0.064011	0.46753	0.98649	0.71051	0.37025	0.048619	0.12545	0.64136	0.50065	0.20006	NA	NA	NA	0.11576	0.31661	0.965	0.11397	NA	NA	0.00088765	0.010233
REEP5	0.035437	0.04635	0.10123	0.3662	0.18185	0.85375	0.87934	0.25937	0.52649	0.33094	0.0081619	NA	NA	NA	0.88277	0.95815	0.45941	0.41099	NA	NA	0.077153	0.43837
REEP6	0.0032961	0.10481	0.24297	0.091183	0.82651	0.47391	0.017345	0.28669	0.33346	0.23206	0.56767	0.63547	0.66251	0.17198	0.80715	0.80911	0.084759	0.12037	NA	NA	0.94706	0.4919
REG1A	0.056089	NA	NA	0.20994	0.93216	NA	0.00086144	NA	NA	NA	0.88554	NA	NA	NA	NA	NA	0.82121	0.28075	NA	NA	0.88269	0.64314
REG1B	0.86311	NA	NA	0.033452	0.79715	NA	0.23886	NA	NA	NA	0.56671	NA	NA	NA	NA	NA	0.9449	0.02265	NA	NA	0.35375	0.030537
REG3A	0.013766	NA	NA	0.0012999	0.42622	NA	0.36572	NA	NA	NA	0.034548	NA	NA	NA	NA	NA	0.59556	0.93103	NA	NA	0.6154	0.85479
REG3G	0.04032	0.77669	0.25381	0.19987	0.08789	0.12867	0.32561	0.070915	0.50507	0.73909	0.34272	NA	NA	NA	0.136	1	0.53454	0.31345	NA	NA	0.19326	0.66505
REG4	0.73476	0.011358	0.90629	0.39	0.013442	0.91436	0.17401	0.090075	0.7763	0.63813	0.46915	NA	NA	NA	0.77398	0.42084	0.35901	0.24168	NA	NA	0.33582	0.9614
REL	0.37456	0.81457	0.59299	0.9158	0.46171	0.63865	0.0047217	0.80668	0.18033	0.98365	0.98598	NA	NA	NA	0.01624	0.67885	0.15762	0.77704	NA	NA	0.004742	0.019823
RELA	0.16771	0.30536	6.478e-05	0.55383	9.4674e-06	0.40168	0.00044376	0.13825	0.20877	0.37559	0.56591	0.91281	0.76105	0.87324	4.891e-07	0.17265	0.94329	0.89132	NA	0.016677	5.578e-07	0.0014261
RELB	0.075664	0.57084	0.16133	0.12142	0.16766	0.12031	0.98046	0.21363	0.21509	0.39477	0.3229	0.8212	0.84995	0.96296	0.017832	0.43767	0.86227	0.77153	NA	NA	0.31972	0.55402
RELL1	0.033641	0.28325	0.66406	0.97356	0.9819	0.12271	0.87188	0.25111	0.45953	0.20433	0.06586	0.68892	0.082949	0.66193	0.24899	0.029772	0.013265	0.98066	NA	NA	0.081633	0.37106
RELL2	0.30718	0.27291	0.59991	0.057214	0.22982	0.87192	0.065827	0.62492	0.83505	0.97655	0.1926	NA	NA	NA	0.9388	0.013321	0.0068568	0.96743	NA	NA	0.8896	0.22218
RELN	0.34406	0.53496	0.32239	0.092238	0.059698	0.88628	0.7294	0.4637	0.050718	0.96408	0.62433	NA	NA	NA	0.60982	0.31661	0.37549	0.94818	NA	NA	0.823	0.047088
RELT	0.17105	0.2294	0.41691	0.44184	0.41552	0.82211	0.26467	0.4637	0.95872	0.018809	0.11788	0.11175	0.54502	0.77818	0.25807	0.3157	0.18128	0.28736	NA	NA	0.29042	0.80488
REM1	0.076134	0.039578	0.12356	0.0051834	0.86195	0.80257	0.08694	0.30106	0.88099	0.41216	0.00018815	NA	NA	NA	0.93865	0.14003	0.3855	0.30437	NA	NA	0.47939	0.75613
REM2	0.89665	0.12739	0.22288	0.22001	0.97299	0.13066	0.011892	0.016653	0.1726	0.0093581	0.19721	NA	NA	NA	0.91574	0.17224	0.010666	0.63747	NA	NA	0.10159	0.92435
REN	0.54506	NA	NA	0.7103	0.020862	NA	0.18089	NA	NA	NA	0.9724	NA	NA	NA	NA	NA	0.20122	0.47402	NA	NA	0.4002	0.15253
RENBP	0.02891	0.022021	0.97009	0.69947	0.15758	0.11804	0.86682	0.020708	0.22978	0.54087	0.7074	NA	NA	NA	0.2957	0.93823	0.51115	0.97593	NA	NA	0.69	0.61162
REP15	0.55738	0.049064	0.14008	0.015213	0.21691	0.52352	0.092366	0.016301	0.57485	0.79833	0.47551	NA	NA	NA	0.97815	0.58071	0.87874	0.93269	NA	NA	0.096092	0.12421
REPIN1	0.10346	0.17517	0.10407	0.19278	0.12515	0.064904	0.26634	0.31067	0.88099	0.76685	0.35539	NA	NA	NA	0.65637	0.67116	0.94451	0.15091	NA	NA	0.49629	0.74348
REPS1	0.5468	0.9182	0.99776	0.0045423	0.030725	0.042057	0.24384	0.67888	0.1726	0.042363	0.74692	0.26746	0.69927	0.72825	0.24006	0.0010117	0.061034	0.38589	NA	NA	0.061218	0.79657
REPS2	0.032237	0.22722	0.063393	0.056187	0.036626	0.20413	0.65576	0.75621	0.57485	0.92367	0.011721	NA	NA	NA	0.79993	0.21928	0.91479	0.21465	NA	NA	0.73264	0.9762
RER1	0.4461	0.16539	0.99263	0.82698	0.75682	0.31773	0.71283	0.20984	0.95968	0.087622	0.99988	1.6291e-05	0.00010042	1	0.29643	0.61616	6.0757e-05	0.67729	NA	0.73047	0.8561	0.59016
RERE	0.2115	0.84577	0.40096	0.98173	0.75722	0.19008	0.89724	0.10212	0.64849	0.037592	0.18887	0.90987	0.92607	0.00064413	0.77741	0.60481	0.34183	0.99175	NA	NA	0.20371	0.1527
RERG	0.0078988	0.1184	0.19987	0.16277	0.75271	0.90275	0.078649	0.53831	0.50507	0.90901	0.00046118	NA	NA	NA	0.39534	0.25354	0.90277	0.91476	NA	NA	0.69319	0.95961
RERGL	0.33564	0.43886	0.41771	0.21303	0.70123	0.21143	0.33132	0.1606	0.10359	0.94641	0.50125	NA	NA	NA	0.10406	0.065707	0.08041	0.92241	NA	NA	0.053971	0.76485
RESP18	0.12313	0.01429	0.72914	0.32511	0.19892	0.97048	0.026362	0.88776	0.021985	0.6103	0.09812	NA	NA	NA	0.089339	0.42239	0.016051	0.6195	NA	NA	0.50463	0.5192
REST	0.43239	0.63334	0.38385	0.1123	0.85063	0.15695	0.19062	0.06891	0.18634	0.45857	0.44061	NA	NA	NA	0.67922	0.11443	0.0067205	0.64219	NA	NA	0.10659	0.73982
RET	0.12532	0.89228	0.32915	0.20836	0.00062345	0.42116	0.040332	0.64253	0.45953	0.97416	0.64327	NA	NA	NA	0.53767	0.80911	0.20799	0.10825	NA	NA	0.64956	0.099051
RETN	0.20844	0.71413	0.92544	0.46856	0.021838	0.022837	0.70387	0.30577	0.90687	0.1135	0.23649	NA	NA	NA	0.82826	0.014169	0.036867	0.37814	NA	NA	0.502	0.84267
RETNLB	0.34773	0.047008	0.89421	0.0040254	0.27092	0.93299	0.68686	0.53831	0.092219	0.86244	0.04008	NA	NA	NA	0.99876	0.46918	0.68397	0.10453	NA	NA	0.36093	0.29157
RETREG1	NA	0.11643	0.9911	NA	NA	0.61637	NA	0.020896	0.33346	0.13122	NA	NA	NA	NA	0.25209	0.18364	NA	NA	NA	NA	NA	NA
RETREG2	NA	0.46354	0.24236	NA	NA	0.069152	NA	0.017244	0.085137	0.00079749	NA	NA	NA	NA	0.99823	0.20914	NA	NA	NA	NA	NA	NA
RETREG3	NA	0.058288	0.15099	NA	NA	0.89998	NA	0.14786	0.64136	0.94259	NA	NA	NA	NA	0.065849	0.69816	NA	NA	NA	NA	NA	NA
RETSAT	0.28349	0.1637	0.33151	0.26564	0.28951	0.84845	0.036798	0.012739	0.37253	0.34062	0.83801	NA	NA	NA	0.22271	0.32695	0.64831	0.084991	NA	NA	0.61548	0.10044
REV1	0.041538	0.44602	0.41071	0.33777	0.12878	0.74666	0.31342	0.032974	0.031851	0.15309	0.2187	NA	NA	NA	0.0024205	0.1254	0.0080732	0.15599	NA	NA	0.66412	0.2089
REV3L	0.93868	0.18591	0.11444	0.48154	0.21769	0.54459	0.8645	0.4762	0.028995	0.98786	0.9981	NA	NA	NA	0.23938	0.83154	0.76627	0.62477	NA	NA	0.16255	0.41849
REXO1	0.94392	0.30637	0.25381	0.44811	0.62572	0.029845	0.001717	0.97826	0.5977	0.84901	0.077752	NA	NA	NA	0.0043599	0.7285	0.55694	0.27389	NA	NA	0.38837	0.20335
REXO1L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82811
REXO1L10P	0.99601	NA	NA	0.46178	0.99907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
REXO1L11P	0.24153	NA	NA	0.90646	0.99998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
REXO1L1P	0.13303	NA	NA	0.0037143	0.99772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
REXO2	0.10312	0.25629	0.30369	0.60478	0.85141	0.93894	0.10304	0.0039652	0.021985	0.13122	0.76081	NA	NA	NA	0.28948	0.58939	0.043871	0.00032922	NA	NA	0.10557	0.052501
REXO4	0.46645	0.2536	0.029087	0.51342	0.25281	0.82843	0.11475	0.056575	0.29187	0.50065	0.937	NA	NA	NA	0.18411	0.97905	0.011135	0.66405	NA	NA	0.091837	0.16477
RFC1	0.87903	NA	0.96077	0.057865	0.99809	0.37766	0.90919	0.52006	0.11005	0.049141	0.087159	NA	NA	NA	0.10605	0.92407	0.56975	0.034491	NA	NA	0.82424	0.70261
RFC2	0.97578	0.058305	NA	0.18722	0.58876	0.043631	0.98603	0.20447	0.18033	0.31805	0.96868	NA	NA	NA	NA	0.046699	0.47786	1.0643e-05	NA	NA	0.66881	0.3977
RFC3	0.99892	0.45429	0.91804	0.99898	0.37756	0.065765	0.91005	0.75105	0.11452	0.67352	0.028803	NA	NA	NA	0.45343	0.57731	0.49091	0.025968	NA	NA	0.5282	0.10249
RFC4	0.90507	0.5055	0.2453	0.077872	0.37115	0.41524	0.85844	0.96001	0.11795	0.041292	0.90819	NA	NA	NA	0.57863	0.54	0.4974	0.0064572	NA	NA	0.11692	0.66308
RFC5	0.9806	NA	0.054329	0.34849	0.57793	0.14108	0.33686	0.97888	0.19408	0.63813	7.9954e-05	NA	NA	NA	NA	0.57033	0.89949	0.00076038	NA	NA	0.068189	0.65034
RFESD	0.14102	0.97022	0.14925	0.43152	0.0014916	0.31601	0.043072	0.065678	0.39461	0.094445	0.01163	NA	NA	NA	0.92464	0.25314	0.29711	0.69874	NA	NA	0.88411	0.75028
RFFL	0.26935	0.25954	0.3079	0.54919	0.37498	0.2295	0.073874	0.99853	0.31496	0.59865	0.009445	0.52633	0.59728	0.88825	0.2872	0.86293	0.28974	0.36772	NA	NA	0.093759	0.60273
RFK	0.334	0.1779	0.42831	0.046297	0.55587	0.7374	0.63161	0.17866	0.24104	0.016595	0.35126	NA	NA	NA	NA	0.50681	0.016992	0.00067785	NA	NA	0.017356	0.17608
RFLNA	NA	0.054357	0.029839	NA	NA	0.17474	NA	0.96813	0.5977	0.93816	NA	NA	NA	NA	0.028451	0.018359	NA	NA	NA	NA	NA	NA
RFLNB	NA	0.17217	0.55785	NA	NA	0.66528	NA	0.31097	0.52797	0.84901	NA	NA	NA	NA	0.068652	0.20801	NA	NA	NA	NA	NA	NA
RFNG	0.61018	0.5346	0.091228	0.20308	0.88104	0.38959	0.99536	0.010705	0.91118	0.033719	0.0066902	NA	NA	NA	0.92538	0.46918	0.43933	0.90571	NA	NA	0.79238	0.35272
RFPL1	0.9222	NA	NA	0.072428	0.64317	NA	0.0075688	NA	NA	NA	0.15753	NA	NA	NA	NA	NA	0.00073787	0.31317	NA	NA	0.2047	0.14014
RFPL2	0.47356	NA	NA	0.43708	0.42226	NA	0.089658	NA	NA	NA	0.93348	NA	NA	NA	NA	NA	0.095502	0.71239	NA	NA	0.26043	0.98138
RFPL3	0.27666	NA	NA	0.0047707	0.050717	NA	0.1992	NA	NA	NA	0.071735	NA	NA	NA	NA	NA	0.63739	0.89998	NA	NA	0.81479	0.80639
RFPL3S	0.20435	NA	NA	0.33586	0.98758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFPL4A	0.13663	NA	NA	0.51636	0.093268	NA	0.19501	NA	NA	NA	0.94942	NA	NA	NA	NA	NA	0.92066	0.77584	NA	NA	0.16393	0.32648
RFPL4A;RFPL4AL1	NA	NA	NA	NA	NA	NA	0.75634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFPL4AL1	0.56877	NA	NA	0.74185	0.36784	NA	0.60607	NA	NA	NA	0.97882	NA	NA	NA	NA	NA	0.92066	0.65728	NA	NA	0.52365	0.58906
RFPL4B	0.26899	0.64459	0.19873	0.27949	0.079241	0.7383	0.8585	0.080507	0.0087657	0.0028324	0.45037	NA	NA	NA	0.51206	0.028884	0.95728	0.92772	NA	NA	0.61471	0.68624
RFT1	0.98632	0.39873	0.14771	0.089363	0.5492	0.25177	NA	0.31067	0.31148	0.50065	0.090177	NA	NA	NA	NA	0.57053	NA	NA	NA	NA	0.0022535	0.65608
RFTN1	0.553	0.16844	0.19247	0.052171	0.25997	0.015319	0.85201	0.14881	0.50477	0.23206	0.51637	NA	NA	NA	0.17262	0.21752	0.11771	0.37757	NA	0.67487	0.29603	0.20009
RFTN2	0.020829	0.25626	0.92763	0.28944	0.27418	0.71236	0.73266	0.32016	0.37253	0.26368	0.028883	NA	NA	NA	0.95396	0.56906	0.063023	0.98471	NA	NA	0.0016283	0.90389
RFWD2	0.79195	0.11438	0.72374	0.40699	0.24546	0.034877	0.95273	0.018015	0.016792	0.93302	0.041749	NA	NA	NA	0.0016286	0.99912	0.30607	0.96355	NA	NA	0.023914	0.0048033
RFWD3	0.52724	0.73608	0.19118	0.5632	0.056928	0.88204	0.98842	0.07358	0.26153	0.037592	0.93093	NA	NA	NA	0.28214	0.6826	0.11583	0.20846	NA	NA	0.1796	0.0055456
RFX1	0.081381	0.3728	0.14462	0.69961	0.98755	0.035014	0.6974	0.24229	0.45953	0.0049299	0.65389	NA	NA	NA	0.97537	0.013145	0.26752	0.38127	NA	NA	0.64989	0.56604
RFX2	0.25248	0.094293	0.42334	0.03475	0.28436	0.92049	0.20052	0.92881	0.18634	0.12283	0.92974	NA	NA	NA	0.57353	0.97782	0.38095	0.32264	NA	NA	0.11445	0.077175
RFX3	0.073137	0.46934	0.97954	0.68198	0.0081497	0.045338	0.80364	0.91915	0.63931	0.91971	0.8247	NA	NA	NA	0.2597	0.14736	0.27834	0.9923	NA	NA	0.1783	0.30149
RFX4	0.42833	0.98318	0.29112	0.10956	0.061471	0.14208	0.69783	0.26437	0.60504	0.41216	0.56412	NA	NA	NA	0.89752	0.40098	0.087416	0.63153	NA	NA	0.10387	0.56916
RFX5	0.31902	0.99999	0.58062	0.364	0.11446	0.0054352	0.3397	0.6908	0.010289	0.13122	0.070542	NA	NA	NA	0.99986	0.25646	0.017629	0.65466	NA	NA	0.33184	0.92137
RFX6	0.2008	0.08013	0.55402	0.22699	0.1688	0.91992	0.17247	0.0025674	0.93202	0.15335	0.95323	NA	NA	NA	0.0026691	0.0065239	0.91881	0.41645	NA	NA	0.11972	0.60776
RFX7	0.15541	0.99987	0.041013	0.21335	0.23604	0.083224	NA	0.66228	0.39461	0.28148	0.14981	NA	NA	NA	0.0065106	0.78261	NA	NA	NA	NA	0.74599	0.9285
RFX8	0.9217	0.04165	0.056293	0.11806	0.51257	0.020194	0.84341	0.066754	0.66221	0.50065	0.83242	NA	NA	NA	0.22413	0.85156	0.10016	0.047096	NA	NA	0.076352	0.36945
RFXANK	0.050303	1	0.11444	0.0069605	0.33534	0.058504	0.98888	0.28627	0.20196	0.21531	0.16184	NA	NA	NA	0.99981	0.089705	0.70732	0.031825	NA	NA	0.83288	0.71046
RFXAP	0.43663	0.99055	0.076127	0.063542	0.023571	NA	0.80405	0.16594	0.24545	0.29994	0.042977	NA	NA	NA	0.00072175	0.019139	0.18916	0.0038627	NA	NA	0.90299	0.015894
RGAG1	0.11875	NA	NA	0.55591	0.010243	NA	0.94215	NA	NA	NA	0.052606	NA	NA	NA	NA	NA	0.65379	0.69547	NA	NA	0.99158	0.80403
RGAG4	0.40874	NA	NA	0.010723	0.067649	NA	0.62739	NA	NA	NA	0.6431	NA	NA	NA	NA	NA	0.43019	0.92579	NA	NA	0.36317	0.61375
RGCC	0.099279	0.24861	0.10057	0.11842	6.086e-05	0.77995	0.26527	0.64906	0.4174	0.29994	0.53543	0.23416	0.11613	0.26616	0.031615	0.58939	0.16387	0.57188	NA	NA	0.46646	0.75379
RGL1	0.25691	0.23134	0.64545	0.15939	0.9322	0.89199	0.058594	0.25937	0.45953	0.60164	0.17911	NA	NA	NA	0.97194	0.17491	0.0067031	0.071758	NA	NA	0.32086	0.74694
RGL2	0.11173	0.12098	0.35291	0.015442	0.13831	0.13223	0.13084	0.71848	0.050718	0.83137	0.79145	NA	NA	NA	0.63677	0.787	0.25424	0.099014	NA	NA	0.025207	0.79176
RGL3	0.32072	0.76095	0.38863	0.51941	0.81086	0.96735	0.3174	0.0010011	0.041571	0.55906	0.99936	NA	NA	NA	0.45919	0.030344	0.0391	0.29369	NA	NA	0.92825	0.92804
RGL4	0.013548	NA	NA	0.79907	0.07724	NA	0.091765	NA	NA	NA	0.84169	NA	NA	NA	NA	NA	0.8637	0.89189	NA	NA	0.48575	0.54801
RGMA	0.25552	0.87377	0.1084	0.46427	0.94161	0.068871	0.14973	0.22034	0.0087657	0.037592	0.057658	0.77449	0.14348	0.067415	0.99376	0.7098	0.30287	0.035915	NA	0.50972	0.78037	0.17236
RGMB	0.37421	0.85903	0.0071081	0.63438	0.56441	0.066182	0.73903	0.26316	0.57485	0.43806	0.05011	0.78685	0.97089	0.9296	0.00067819	0.91509	0.013297	0.88577	NA	NA	0.027342	0.075268
RGN	0.81318	0.067281	0.3079	0.081516	0.71599	0.49013	0.26412	0.082736	0.055147	0.067208	0.013835	NA	NA	NA	0.0054839	0.0033193	0.97801	0.39256	NA	NA	0.3198	0.76127
RGP1	0.46552	0.55568	0.17231	0.023371	0.080349	0.030248	0.35945	0.0084345	0.14893	0.19649	0.34168	NA	NA	NA	0.0013613	0.080218	0.0017376	0.0013037	NA	NA	0.058618	0.81064
RGPD1	0.59044	NA	NA	0.58256	0.40597	NA	0.5055	NA	NA	NA	0.31807	NA	NA	NA	NA	NA	0.17015	0.010241	NA	NA	0.36306	0.43909
RGPD1;RGPD3;RGPD5;RGPD6;RGPD8;RGPD1;RGPD3;RGPD5;RGPD6;RGPD8;RGPD1;RGPD3;RGPD5;RGPD6;RGPD8	NA	NA	NA	NA	NA	NA	0.17322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RGPD1;RGPD3;RGPD5;RGPD6;RGPD8;RGPD1;RGPD3;RGPD5;RGPD6;RGPD8;RGPD1;RGPD3;RGPD5;RGPD6;RGPD8;RGPD1;RGPD3;RGPD5;RGPD6;RGPD8	NA	NA	NA	NA	NA	NA	0.91128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RGPD2	0.50349	NA	NA	0.04907	0.2652	NA	0.059608	NA	NA	NA	0.16594	NA	NA	NA	NA	NA	0.8234	0.025568	NA	NA	0.86295	0.95574
RGPD3	0.64415	NA	NA	0.98585	0.69126	NA	0.53977	NA	NA	NA	0.93072	NA	NA	NA	NA	NA	0.032117	0.0039814	NA	NA	0.062429	0.078247
RGPD3;RGPD8;RGPD3;RGPD8	NA	NA	NA	NA	NA	NA	0.87028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RGPD4	0.82659	NA	NA	0.031885	0.85065	NA	0.70484	NA	NA	NA	0.91655	NA	NA	NA	NA	NA	0.63692	0.47533	NA	NA	0.97182	0.79601
RGPD5	0.9906	NA	NA	0.38866	0.011634	NA	NA	NA	NA	NA	0.013332	NA	NA	NA	NA	NA	0.074766	0.0075023	NA	NA	0.05343	NA
RGPD5;RGPD6;RGPD8;RGPD5;RGPD6;RGPD8	NA	NA	NA	NA	NA	NA	0.49294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RGPD6	0.88728	NA	NA	0.43196	0.76097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.074766	0.015794	NA	NA	0.77635	NA
RGPD8	0.95959	0.17901	0.059833	0.022054	0.14213	0.032039	NA	0.35631	0.48263	0.96332	NA	NA	NA	NA	0.60716	0.91101	0.17015	0.032404	NA	NA	0.16117	NA
RGR	0.024743	0.79566	0.44332	0.26834	0.46007	0.059844	0.065925	0.26901	0.8603	0.83872	0.80123	NA	NA	NA	0.94399	0.16342	0.10773	0.25052	NA	NA	0.97843	0.75692
